Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1585.7665998271323
FDW14,OUT017,1447.5762134750498
NCN55,OUT010,575.8491922842571
FDQ58,OUT017,2511.841139044096
FDY38,OUT027,5840.677747562503
FDH56,OUT046,1929.876828362151
FDL48,OUT018,732.1393193796083
FDC48,OUT027,2213.754075141313
FDN33,OUT045,1526.1747166063485
FDA36,OUT017,3058.7324874216124
FDT44,OUT017,1955.7762346265358
FDQ56,OUT045,1437.8926420829596
NCC54,OUT019,576.267767615058
FDU11,OUT049,2015.755989753987
DRL59,OUT013,847.5889357178879
FDM24,OUT049,2485.0974707099695
FDI57,OUT045,3087.728969808742
DRC12,OUT018,3054.5593377071236
NCM42,OUT027,2907.2453053208055
FDA46,OUT010,506.67868689952695
FDA31,OUT013,2840.641938318257
NCJ31,OUT035,3881.06989042515
FDG52,OUT046,733.5217134732702
NCL19,OUT019,290.1238592113977
FDS10,OUT035,3008.848721202486
FDX22,OUT010,569.7897986847116
NCF19,OUT035,733.5217134732702
NCE06,OUT046,2566.153080641671
DRC27,OUT046,3897.6077819456777
FDE21,OUT035,1929.876828362151
NCR42,OUT019,130.80039664887212
FDX51,OUT018,3054.5593377071236
NCR06,OUT018,665.5550840161214
FDU31,OUT027,5840.677747562503
FDU59,OUT017,2577.9254353833953
FDR03,OUT027,5840.677747562503
FDS49,OUT027,2136.4721038768057
FDD48,OUT010,268.50782996293015
NCF18,OUT017,3059.820464112949
NCD43,OUT027,2843.0301010499375
NCD54,OUT018,2136.3669006452715
FDY19,OUT010,269.23137899661896
NCY54,OUT017,2840.641938318257
NCL19,OUT018,2459.200488823642
FDP23,OUT010,573.7158239400569
FDC26,OUT013,1714.6986619991567
FDR14,OUT010,130.80039664887212
NCS41,OUT035,3058.7324874216124
FDF41,OUT035,3895.6051158931887
FDU34,OUT046,2015.755989753987
DRH11,OUT046,967.1073382993097
FDM03,OUT013,1582.9787651113004
FDS31,OUT017,3014.5007911930884
FDJ20,OUT017,2015.755989753987
FDV44,OUT027,5151.2357819441
FDG02,OUT049,3059.820464112949
FDA09,OUT013,2965.0040889639927
FDT04,OUT013,702.363196914421
FDL58,OUT019,575.6069955872671
FDE52,OUT045,1485.7656189271293
FDW12,OUT035,2459.200488823642
FDL51,OUT017,3684.527446425635
NCY42,OUT027,3029.833115873227
FDR07,OUT017,1526.1747166063485
FDN40,OUT045,2501.504719097031
FDB35,OUT027,2680.102008274708
FDA22,OUT017,2582.9138765663874
NCL06,OUT046,4069.4194666979993
FDI35,OUT013,3014.5007911930884
NCW42,OUT045,3773.2248653924557
NCX06,OUT049,2977.700692261609
FDC37,OUT027,2881.566318874541
FDZ14,OUT018,2015.755989753987
DRG49,OUT049,3899.3386105860923
NCG06,OUT045,4047.7482466802253
DRC36,OUT045,2840.641938318257
FDV21,OUT019,282.609374700951
FDB53,OUT046,2472.574710946659
DRP47,OUT019,576.267767615058
FDA14,OUT013,2472.574710946659
DRC24,OUT035,2501.504719097031
FDW21,OUT018,1573.4417042150776
NCH29,OUT046,1526.1747166063485
FDU58,OUT013,3059.820464112949
FDY27,OUT017,2868.1961469185308
