Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1812.7410030879348
FDW14,OUT017,1531.1715714488805
NCN55,OUT010,1854.547310864376
FDQ58,OUT017,2530.0557228802036
FDY38,OUT027,5016.148428211909
FDH56,OUT046,2000.9575797951065
FDL48,OUT018,676.4686820242898
FDC48,OUT027,2770.5571754392067
FDN33,OUT045,1649.3522739181394
FDA36,OUT017,3000.5204057921837
FDT44,OUT017,1988.6230734359924
FDQ56,OUT045,1498.39646678954
NCC54,OUT019,1841.4709157650582
FDU11,OUT049,1993.0497606186732
DRL59,OUT013,975.0474895350412
FDM24,OUT049,2461.4907071345424
FDI57,OUT045,3346.7304192231804
DRC12,OUT018,2737.218639284368
NCM42,OUT027,3166.4044846581564
FDA46,OUT010,1130.5478911399555
FDA31,OUT013,2787.883362970417
NCJ31,OUT035,3692.7132538946707
FDG52,OUT046,874.8194329715843
NCL19,OUT019,433.0334390655522
FDS10,OUT035,2908.2025468579423
FDX22,OUT010,1470.665984683475
NCF19,OUT035,906.8581755741991
NCE06,OUT046,2538.491940554084
DRC27,OUT046,3788.7467592924904
FDE21,OUT035,1996.5016430774967
NCR42,OUT019,-1217.0934497301307
FDX51,OUT018,2854.2971457100666
NCR06,OUT018,529.0372066028517
FDU31,OUT027,4874.7432233274285
FDU59,OUT017,2639.7703672309235
FDR03,OUT027,4664.8509753014105
FDS49,OUT027,2768.7244650254725
FDD48,OUT010,6.048827259326345
NCF18,OUT017,3025.3557776838643
NCD43,OUT027,3079.366148556003
NCD54,OUT018,2018.3579020765592
FDY19,OUT010,81.74144069032423
NCY54,OUT017,2713.9955334714286
NCL19,OUT018,2041.2421952329046
FDP23,OUT010,1543.0983268736554
FDC26,OUT013,1845.598541167285
FDR14,OUT010,-980.6557772925983
NCS41,OUT035,2922.033762622621
FDF41,OUT035,3842.382370388277
FDU34,OUT046,2036.5111125750145
DRH11,OUT046,1030.6565137365928
FDM03,OUT013,1741.1443561806495
FDS31,OUT017,2982.4950948381374
FDJ20,OUT017,2091.8434288264784
FDV44,OUT027,4437.598306792119
FDG02,OUT049,3036.025108549584
FDA09,OUT013,2911.169113283967
FDT04,OUT013,711.7441627337402
FDL58,OUT019,2247.871465847239
FDE52,OUT045,1580.081545140943
FDW12,OUT035,2408.698206395866
FDL51,OUT017,3422.949345299764
NCY42,OUT027,3641.009042497969
FDR07,OUT017,1682.132051153335
FDN40,OUT045,2446.1883597859596
FDB35,OUT027,2970.708449531123
FDA22,OUT017,2695.309366110164
NCL06,OUT046,4048.681168098188
FDI35,OUT013,2911.2345197113436
NCW42,OUT045,3477.9760361644867
NCX06,OUT049,2851.1789724352893
FDC37,OUT027,3167.61265908548
FDZ14,OUT018,1735.0414208337452
DRG49,OUT049,3790.9531406421784
NCG06,OUT045,4002.5174200597085
DRC36,OUT045,2813.3641771850052
FDV21,OUT019,86.30039027684006
FDB53,OUT046,2337.9382119497823
DRP47,OUT019,2004.1107426177277
FDA14,OUT013,2304.4178928231595
DRC24,OUT035,2470.1905982100634
FDW21,OUT018,1457.6520364980743
NCH29,OUT046,1627.814423352214
FDU58,OUT013,3030.0294368754676
FDY27,OUT017,2829.677307669788
FDV56,OUT035,1930.6386198062942
FDT59,OUT046,3633.7244070909173
FDB23,OUT046,3633.26712277347
FDR49,OUT045,898.9487293859136
FDB03,OUT010,1836.8317439555553
FDN39,OUT045,2749.1353680942793
FDX02,OUT027,4837.704419398307
FDQ16,OUT027,3143.537883562158
FDU35,OUT018,1376.4907043929074
NCT29,OUT013,1976.555851224964
FDZ27,OUT046,892.5074563846312
FDN57,OUT017,2300.827133697472
FDA03,OUT018,2084.0864888084484
FDZ36,OUT045,3001.541565964637
NCU05,OUT013,1371.496701050538
FDT39,OUT018,2209.3639116725926
FDK60,OUT017,1679.4016351513974
FDZ25,OUT017,2810.575221632542
FDG12,OUT046,2056.458541229069
DRB01,OUT019,1112.1837751982816
NCC43,OUT027,5226.999530758328
FDX13,OUT019,2040.2174494949786
FDM22,OUT049,1025.213118271932
FDJ03,OUT027,2289.668075867975
FDU14,OUT018,3604.9312446483336
FDB33,OUT010,727.8987293194842
FDP27,OUT046,2992.881465225596
FDO38,OUT010,-539.2564959206773
FDE28,OUT027,4983.652185554667
FDO27,OUT035,1624.0452233192673
DRL23,OUT027,3168.7107087516997
FDS28,OUT046,1028.7972082459942
FDX24,OUT013,1566.3693605391686
FDZ02,OUT035,1666.4385862420313
FDL46,OUT045,1956.6836569143716
FDS60,OUT027,4215.176319026062
NCO06,OUT017,660.7684142718483
FDO16,OUT035,1467.0451813887344
FDC60,OUT049,1493.9446894923367
FDA48,OUT018,3138.397485714736
FDZ36,OUT027,4378.327679880461
FDK27,OUT045,2032.7036275257447
FDW23,OUT018,463.0279555170291
FDM14,OUT018,1587.1544629809396
FDM14,OUT013,1836.3525727690012
FDW60,OUT018,2591.45431550815
FDE21,OUT013,1959.5611607963833
NCM42,OUT035,1822.5315362611373
FDY59,OUT010,-292.972711070566
DRI49,OUT049,1315.5101535407746
FDT28,OUT019,537.2259634975616
FDQ22,OUT018,505.8615785085924
FDR60,OUT049,1288.7528222212663
FDC50,OUT019,-302.77577537626416
FDV24,OUT013,2405.182942650449
DRF48,OUT010,1105.9947792957287
FDQ47,OUT046,734.3360669903078
DRN36,OUT049,1610.4973450353498
NCY06,OUT035,2096.3770563491903
FDE52,OUT035,1570.1876710788556
NCB54,OUT045,2088.5614662339385
NCF31,OUT035,2453.7220909388107
FDJ08,OUT027,4382.987535073591
NCC07,OUT017,1778.9044665057284
NCD19,OUT027,2345.328501595278
FDL46,OUT049,1980.0163118651935
FDM20,OUT045,3910.5736709151115
NCI06,OUT010,956.3083623216893
DRM11,OUT035,4058.5038858067837
NCH07,OUT018,2211.6373338709745
FDS23,OUT013,2071.905609508663
FDO49,OUT018,698.7576062354565
FDS35,OUT049,1141.9798575429068
DRK39,OUT045,1415.9682258379476
DRI39,OUT049,1009.9955440785598
FDV04,OUT017,2537.2735750885295
NCN14,OUT035,2881.630912633552
FDH08,OUT013,3658.3737405552874
FDS20,OUT046,2939.388896685792
FDV40,OUT049,1306.6241332901993
FDZ48,OUT010,-75.21596416515763
FDS24,OUT027,2892.7182530649025
FDK44,OUT049,2783.7745819483225
FDS48,OUT045,2469.3534381637137
FDK26,OUT010,1159.625843832141
FDD23,OUT045,3092.7872674529926
NCH54,OUT017,2576.408783695707
NCP14,OUT010,-184.65683047587504
FDM60,OUT010,-1070.3964642399194
FDV24,OUT017,2431.4052001289247
FDH08,OUT018,3346.949977316298
FDS12,OUT027,3393.408485526169
FDR39,OUT027,4230.887301090742
FDP12,OUT027,2139.422612353461
DRF60,OUT027,5036.215610265929
FDC09,OUT035,1832.772576184621
FDF50,OUT018,2849.6706782812034
FDG28,OUT035,3854.9044177912565
NCE19,OUT017,995.8515178373661
NCM53,OUT010,-100.67908723596042
NCN18,OUT049,1830.4284298437328
FDF32,OUT035,3202.080742424828
FDF11,OUT013,3823.295236884692
DRI59,OUT049,3536.5359435123237
NCG54,OUT035,2693.3727417267473
FDM44,OUT046,1741.210113754713
FDT57,OUT018,3422.849515920071
FDV24,OUT046,2404.424488916112
FDI50,OUT019,1786.745584846998
FDS09,OUT035,1007.4434997956126
NCC31,OUT027,3835.8962622152494
FDQ07,OUT019,1622.6708972582924
FDC22,OUT017,3065.2404303243056
FDZ56,OUT046,2751.4032507654138
FDZ40,OUT019,-888.8990901948212
FDS46,OUT027,3359.6402125416253
DRD24,OUT045,2288.174405806123
FDV45,OUT017,3026.2292797414584
FDL26,OUT045,2553.501831473267
FDA56,OUT018,1784.6016929195193
FDN27,OUT046,1957.9854294244365
FDM20,OUT049,3863.438149950345
FDO16,OUT017,1438.7922113468317
FDL03,OUT035,3178.4114255742925
FDE58,OUT046,1929.5417911597192
FDI02,OUT027,3269.5217686737415
NCC55,OUT019,-1134.7109562899907
FDR03,OUT018,3023.0329795496054
FDB14,OUT017,1644.356144774723
FDR45,OUT013,3763.9631892712223
NCN07,OUT017,2126.27334797219
FDM51,OUT019,-93.8386678628965
FDT52,OUT027,5210.122967122182
FDL26,OUT046,2503.011634151745
NCZ42,OUT046,3722.9387909605084
DRI47,OUT019,510.5210464744911
FDW40,OUT013,2275.557506640349
FDN34,OUT046,2765.315724536267
FDS01,OUT035,2908.171257277927
NCG55,OUT045,1923.745755528786
FDC11,OUT035,1516.0701215459312
FDX35,OUT018,3297.3942650329845
NCB06,OUT046,2545.395449524831
FDR09,OUT019,2158.6097423463184
FDC53,OUT017,1651.7200222581487
FDY45,OUT013,3990.7660999497575
FDA22,OUT010,813.7953308117186
FDE02,OUT035,1632.1625834457047
FDW21,OUT045,1774.4354748902497
FDV34,OUT046,1342.3382194418082
FDS59,OUT049,1864.0285378030699
NCW17,OUT017,2116.7244310871747
NCK54,OUT046,1912.8198225831225
FDG17,OUT019,1974.2574728632126
FDG35,OUT017,2885.4173211821108
FDD08,OUT010,-1085.4131601984238
NCO07,OUT017,3334.959774453884
FDJ10,OUT010,398.4917442537371
FDW36,OUT017,1753.4399895107617
FDW21,OUT010,-120.11690386983537
FDY19,OUT017,2011.7284820323525
DRE03,OUT013,869.8575715319852
NCC55,OUT049,725.9078930463664
FDH52,OUT010,-725.1975413825355
FDO09,OUT017,4150.998007359305
FDU43,OUT045,3847.0001955050902
FDX09,OUT010,889.546809913814
FDH40,OUT019,-442.9208477121199
FDW58,OUT017,1789.1438458037182
FDC47,OUT017,3558.557935753878
NCR41,OUT035,1622.7427824942267
DRG49,OUT035,3811.92955188026
FDC52,OUT027,3848.152572162606
FDY13,OUT046,1338.1081634288753
FDY35,OUT013,905.2137654411757
FDI35,OUT017,2952.4416430983892
NCU18,OUT049,2260.619509554599
FDY33,OUT018,2279.5460800010796
FDC15,OUT027,3815.279143845998
FDU01,OUT049,3052.280294669529
NCU42,OUT046,2691.1627325828376
NCV29,OUT018,2539.018047945253
NCY30,OUT017,2915.9838764889328
FDQ46,OUT049,1830.4116663655968
FDG58,OUT027,3865.040538097426
FDK33,OUT017,3398.1285687193795
NCD07,OUT045,1905.7976197944954
NCX29,OUT027,3669.817059348051
NCT42,OUT013,2365.4024886420157
DRN59,OUT035,900.8737934636144
FDI44,OUT035,1409.0428539358818
FDA45,OUT049,2792.359728069294
FDP31,OUT045,1229.7793069656275
FDY01,OUT046,1921.3481306028657
FDT09,OUT018,1935.435272253039
DRH03,OUT027,2961.348934619936
FDA36,OUT018,2686.330891740561
NCF31,OUT017,2463.8928976432817
FDG14,OUT049,2505.329109525068
FDG28,OUT027,5218.076537476121
FDU14,OUT049,3880.479026306206
FDY47,OUT019,314.72736749243154
FDI56,OUT049,1548.9499133570366
DRD01,OUT013,1032.89846547306
FDM22,OUT046,1070.811448844637
FDH33,OUT013,782.0761349667289
DRZ24,OUT013,1899.2614416035776
NCQ38,OUT046,1741.203299802923
FDO16,OUT027,2797.559735464813
FDU07,OUT027,3803.8717699278204
NCB07,OUT013,3031.8510342192667
FDU48,OUT045,2175.363297972863
NCM43,OUT045,2653.4688413355407
FDR31,OUT010,523.9720777506981
DRK49,OUT018,498.2669455892326
NCI30,OUT010,1903.8017514272187
DRD60,OUT017,2884.1218109924957
NCG19,OUT046,3615.518536247083
FDH12,OUT035,1756.9388567951446
FDM32,OUT035,1631.9593031964478
FDM27,OUT035,2534.5522099442996
NCU53,OUT027,4022.5807787769627
NCQ18,OUT046,1601.8672961324673
FDS10,OUT013,2849.045078885554
FDB33,OUT027,3946.8110970357584
FDI12,OUT013,1472.6577410083669
NCW42,OUT013,3438.585183816428
NCC06,OUT018,1800.0284090633313
FDW02,OUT017,2101.1833841014623
NCD43,OUT017,1751.7030225535614
FDM57,OUT018,1168.6868925617098
FDA58,OUT017,3705.554445629018
FDK56,OUT046,2939.2758220485002
FDP52,OUT045,3692.0408332017296
FDW20,OUT018,1796.0457511581567
FDS52,OUT049,1677.7664381382751
NCT29,OUT018,1665.0345405898174
NCL54,OUT013,2761.956950943474
FDC05,OUT045,3160.1033945630406
FDF34,OUT035,3193.1216720237326
FDP03,OUT027,3443.910366208358
FDD32,OUT010,-372.37785663747013
FDZ10,OUT045,2135.204290597128
FDZ40,OUT035,1005.888603796295
