Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1735.8992719626158
FDW14,OUT017,1262.9388238410586
NCN55,OUT010,542.9755395973153
FDQ58,OUT017,2336.3497827027018
FDY38,OUT027,5669.163351428568
FDH56,OUT046,1874.4309598591553
FDL48,OUT018,754.596095726496
FDC48,OUT027,2513.079854666666
FDN33,OUT045,1517.6348566210052
FDA36,OUT017,3035.8932718309866
FDT44,OUT017,1874.4309598591553
FDQ56,OUT045,1349.2029098814226
NCC54,OUT019,542.9755395973153
FDU11,OUT049,2153.3142637362616
DRL59,OUT013,754.596095726496
FDM24,OUT049,2410.0863865853667
FDI57,OUT045,2931.7887687203793
DRC12,OUT018,3035.8932718309866
NCM42,OUT027,3175.335988157896
FDA46,OUT010,542.9755395973153
FDA31,OUT013,2736.9684298755183
NCJ31,OUT035,3956.960966486485
FDG52,OUT046,754.596095726496
NCL19,OUT019,286.4177705128204
FDS10,OUT035,3035.8932718309866
FDX22,OUT010,542.9755395973153
NCF19,OUT035,754.596095726496
NCE06,OUT046,2662.2946364485974
DRC27,OUT046,3956.960966486485
FDE21,OUT035,1874.4309598591553
NCR42,OUT019,130.33349056603777
FDX51,OUT018,2931.7887687203793
NCR06,OUT018,637.5735090128759
FDU31,OUT027,5669.163351428568
FDU59,OUT017,2608.1464869198326
FDR03,OUT027,5669.163351428568
FDS49,OUT027,2513.079854666666
FDD48,OUT010,286.4177705128204
NCF18,OUT017,3035.8932718309866
NCD43,OUT027,2513.079854666666
NCD54,OUT018,1961.8131869822491
FDY19,OUT010,286.4177705128204
NCY54,OUT017,2997.4076790419153
NCL19,OUT018,2559.2529541176477
FDP23,OUT010,542.9755395973153
FDC26,OUT013,1735.8992719626158
FDR14,OUT010,130.33349056603777
NCS41,OUT035,3035.8932718309866
FDF41,OUT035,3956.960966486485
FDU34,OUT046,2153.3142637362616
DRH11,OUT046,876.3205797979801
FDM03,OUT013,1735.8992719626158
FDS31,OUT017,3035.8932718309866
FDJ20,OUT017,2022.537150961536
FDV44,OUT027,5669.163351428568
FDG02,OUT049,3343.83909115044
FDA09,OUT013,2736.9684298755183
FDT04,OUT013,637.5735090128759
FDL58,OUT019,542.9755395973153
FDE52,OUT045,1437.1870026666666
FDW12,OUT035,2559.2529541176477
FDL51,OUT017,3628.9480612403117
NCY42,OUT027,3175.335988157896
FDR07,OUT017,1517.6348566210052
FDN40,OUT045,2336.3497827027018
FDB35,OUT027,2513.079854666666
FDA22,OUT017,2608.1464869198326
NCL06,OUT046,4311.576251315788
FDI35,OUT013,3343.83909115044
NCW42,OUT045,3628.9480612403117
NCX06,OUT049,2736.9684298755183
FDC37,OUT027,3175.335988157896
FDZ14,OUT018,2022.537150961536
DRG49,OUT049,3956.960966486485
NCG06,OUT045,4131.978437869822
